,Algorithm,Run,Step,Mean Reward,Uncertainty,Distance,Collisions,RMSE
0,Simple GA,0,0,1.5184726658140788,0.3654644972636361,17.385845283879267,0,0.5191629498563679
1,Simple GA,0,1,2.747477488143917,0.3614123071343357,17.57356120407304,0,0.363516781951145
2,Simple GA,0,2,3.669687172026792,0.3578248073191804,17.249193011935738,0,0.2620601206547608
3,Simple GA,0,3,4.716489857825404,0.354527921465903,16.937887126902154,0,0.23467632262388494
4,Simple GA,0,4,5.382919537160535,0.35126877197739415,16.306936169789964,0,0.22505755013635137
5,Simple GA,0,5,5.83182956327973,0.3484222477496057,15.2812662041467,0,0.22060578560382577
6,Simple GA,0,6,6.343485574192174,0.34577581702224375,15.082159981241126,0,0.21748919335704608
7,Simple GA,0,7,6.586640036222953,0.34314881928074137,14.592768524766226,0,0.2152293048184778
8,Simple GA,0,8,6.833867390294039,0.34082670190266257,15.182961727489664,0,0.21242676556336973
9,Simple GA,0,9,7.145422467874383,0.338346563570058,16.142795705466504,0,0.21336658566137304
10,Simple GA,0,10,7.467879162873546,0.3366968602303675,15.975346795692348,0,0.211264284732731
11,Simple GA,0,11,8.24756689268342,0.33447536665276456,15.248748705685136,0,0.2100036876628314
12,Simple GA,0,12,9.381058413783828,0.33198409163555864,15.435828522849295,0,0.20982057200529014
13,Simple GA,0,13,10.497430777786047,0.3298708209125969,14.856938815548647,0,0.2116639714477112
14,Simple GA,0,14,11.75220973733124,0.32824215924688815,15.53491421156263,0,0.21242002238346258
15,Simple GA,0,15,13.078275462564969,0.3260087397813097,15.3347449728232,0,0.21212607058335334
16,Simple GA,0,16,14.441025362682794,0.3232975963546023,15.624917496090468,0,0.2093715305927549
17,Simple GA,0,17,15.773031758136604,0.32020624834388284,14.77855485875725,0,0.20317242202274463
18,Simple GA,0,18,16.571209691086565,0.3180461697495612,15.270323605737518,0,0.2013873846121149
19,Simple GA,0,19,17.564008721658784,0.31511744110777196,15.903485339910606,0,0.20176963968602496
20,Simple GA,0,20,18.06037467047931,0.3130780325770704,14.89048593886084,0,0.1933424890131157
21,Simple GA,0,21,19.03102328022303,0.3111959822582251,14.86367083172776,0,0.19335479756235913
22,Simple GA,0,22,20.048897751055048,0.30956958325825235,14.809355071707719,0,0.1935734934121324
23,Simple GA,0,23,21.05799473758141,0.3071165024257746,14.815651238144117,0,0.1865258073432838
24,Simple GA,0,24,22.10510451262282,0.3051887459226272,15.55182693442878,0,0.18529845679192633
